交易 #,类型,信号,日期/时间,价格 USD,当前仓位类型,持有BTC数量,当前总资产USD,当前持有信号,备注
1,进场,tempeture_index,2015-02-15,256.66,现货,3.8962050962362653,1000.0,tempeture_index,换仓→现货
1,出场,Close entry(s) order tempeture_index,2015-03-17,292.36,空仓,0.0,1139.0945219356345,,换仓→空仓
2,进场,tempeture_index,2015-04-06,261.49,现货,4.356168579814273,1139.0945219356345,tempeture_index,换仓→现货
2,出场,Close entry(s) order tempeture_index,2015-04-10,244.46,空仓,0.0,1064.9089710213973,,换仓→空仓
3,进场,tempeture_index,2015-04-24,235.95,现货,4.513282352283947,1064.9089710213973,tempeture_index,换仓→现货
3,出场,Close entry(s) order tempeture_index,2015-04-26,227.05,空仓,0.0,1024.7407580860702,,换仓→空仓
4,进场,tempeture_index,2015-05-01,236.78,现货,4.327818050874526,1024.7407580860702,tempeture_index,换仓→现货
4,出场,Close entry(s) order tempeture_index,2015-05-06,236.76,空仓,0.0,1024.6542017250526,,换仓→空仓
5,进场,tempeture_index,2015-05-12,242.74,现货,4.2212004685056135,1024.6542017250526,tempeture_index,换仓→现货
5,出场,Close entry(s) order tempeture_index,2015-05-14,236.93,空仓,0.0,1000.129027003035,,换仓→空仓
6,进场,tempeture_index,2015-05-25,240.68,现货,4.155430559261405,1000.129027003035,tempeture_index,换仓→现货
6,出场,Close entry(s) order tempeture_index,2015-05-30,236.89,空仓,0.0,984.3799451834342,,换仓→空仓
7,进场,tempeture_index,2015-06-12,229.68,现货,4.285875762728292,984.3799451834341,tempeture_index,换仓→现货
1,进场,120_ma,2015-06-17,251.88,一倍合约,4.285875762728292,1079.526387116002,"120_ma,tempeture_index",换仓→一倍合约
7,出场,Close entry(s) order tempeture_index,2015-06-24,244.54,现货,4.1609816540319855,1017.5264536769816,120_ma,换仓→现货
1,出场,Close entry(s) order 120_ma,2015-06-25,240.14,空仓,0.0,999.218134399241,,换仓→空仓
2,进场,120_ma,2015-06-28,251.46,现货,3.9736663262516543,999.218134399241,120_ma,换仓→现货
1,进场,ADX,2015-06-28,251.46,一倍合约,3.9736663262516543,999.218134399241,"120_ma,ADX",换仓→一倍合约
8,进场,tempeture_index,2015-07-01,263.83,一倍合约,4.169141759544157,1099.944670420535,"120_ma,ADX,tempeture_index",
8,出场,Close entry(s) order tempeture_index,2015-07-16,285.7,一倍合约,4.514739797224598,1289.8611600670677,"120_ma,ADX",
9,进场,tempeture_index,2015-07-27,293.88,一倍合约,4.644003260792316,1364.7796782816458,"120_ma,ADX,tempeture_index",
9,出场,Close entry(s) order tempeture_index,2015-07-31,288.49,一倍合约,4.558828435776424,1315.1764154371406,"120_ma,ADX",
1,出场,Close entry(s) order ADX,2015-08-08,280.06,现货,4.425614377356391,1239.4375625224309,120_ma,换仓→现货
2,进场,ADX,2015-08-09,262.02,一倍合约,4.425614377356391,1159.5994791549215,"120_ma,ADX",换仓→一倍合约
2,出场,Close entry(s) order 120_ma,2015-08-19,221.99,现货,3.7494929227896545,832.3499339300754,ADX,换仓→现货
2,出场,Close entry(s) order ADX,2015-08-19,221.99,空仓,0.0,832.3499339300754,,换仓→空仓
10,进场,tempeture_index,2015-09-05,231.43,现货,3.5965515876510192,832.3499339300754,tempeture_index,换仓→现货
10,出场,Close entry(s) order tempeture_index,2015-09-13,236.5,空仓,0.0,850.584450479466,,换仓→空仓
11,进场,tempeture_index,2015-09-26,235.88,现货,3.6060049621818977,850.584450479466,tempeture_index,换仓→现货
3,进场,120_ma,2015-10-17,263.45,一倍合约,3.6060049621818977,950.0020072868209,"120_ma,tempeture_index",换仓→一倍合约
3,进场,ADX,2015-10-19,265,一倍合约,3.6272207818493185,961.2135071900694,"120_ma,ADX,tempeture_index",
11,出场,Close entry(s) order tempeture_index,2015-11-09,373.84,一倍合约,5.116981951269997,1912.9325326627757,"120_ma,ADX",
12,进场,tempeture_index,2015-11-27,352.56,一倍合约,4.825709278674701,1701.3520632895525,"120_ma,ADX,tempeture_index",
12,出场,Close entry(s) order tempeture_index,2015-12-05,363.98,一倍合约,4.982021962934019,1813.3563540687244,"120_ma,ADX",
13,进场,tempeture_index,2015-12-06,388.03,一倍合约,5.311209358418834,2060.90856734726,"120_ma,ADX,tempeture_index",
13,出场,Close entry(s) order tempeture_index,2015-12-21,442.36,一倍合约,6.054858056825904,2678.427010017507,"120_ma,ADX",
3,出场,Close entry(s) order ADX,2016-01-04,431.9,现货,5.911685493134795,2553.2569644849177,120_ma,换仓→现货
14,进场,tempeture_index,2016-01-08,459.07,一倍合约,5.911685493134795,2713.87745933339,"120_ma,tempeture_index",换仓→一倍合约
14,出场,Close entry(s) order tempeture_index,2016-01-11,449.99,现货,5.794757564327284,2607.5829563716347,120_ma,换仓→现货
15,进场,tempeture_index,2016-02-14,391,一倍合约,5.794757564327284,2265.750207651968,"120_ma,tempeture_index",换仓→一倍合约
15,出场,Close entry(s) order tempeture_index,2016-03-03,420.44,现货,6.231068722111926,2619.7905335247383,120_ma,换仓→现货
16,进场,tempeture_index,2016-03-17,416.06,一倍合约,6.231068722111925,2592.498452521888,"120_ma,tempeture_index",换仓→一倍合约
16,出场,Close entry(s) order tempeture_index,2016-03-30,416.4,现货,6.236160688091635,2596.737310521357,120_ma,换仓→现货
17,进场,tempeture_index,2016-04-13,427.8,一倍合约,6.236160688091636,2667.829542365602,"120_ma,tempeture_index",换仓→一倍合约
17,出场,Close entry(s) order tempeture_index,2016-04-29,451.67,现货,6.584120378659068,2973.8496514289413,120_ma,换仓→现货
18,进场,tempeture_index,2016-05-07,462.31,一倍合约,6.584120378659068,3043.9046922578736,"120_ma,tempeture_index",换仓→一倍合约
18,出场,Close entry(s) order tempeture_index,2016-05-20,437.91,现货,6.2366207847950355,2731.078607869594,120_ma,换仓→现货
19,进场,tempeture_index,2016-05-27,454.97,一倍合约,6.236620784795036,2837.4753584581977,"120_ma,tempeture_index",换仓→一倍合约
4,进场,ADX,2016-06-06,575.17,一倍合约,7.884293858475417,4534.8092985793055,"120_ma,ADX,tempeture_index",
19,出场,Close entry(s) order tempeture_index,2016-06-22,667.88,一倍合约,9.155140536186801,6114.535261308441,"120_ma,ADX",
4,出场,Close entry(s) order ADX,2016-07-01,673.5,现货,9.232178162427099,6217.871992394651,120_ma,换仓→现货
20,进场,tempeture_index,2016-07-03,705.25,一倍合约,9.232178162427099,6510.993649051711,"120_ma,tempeture_index",换仓→一倍合约
20,出场,Close entry(s) order tempeture_index,2016-07-08,641.97,现货,8.40380207718302,5394.988819489184,120_ma,换仓→现货
21,进场,tempeture_index,2016-07-18,680,一倍合约,8.40380207718302,5714.585412484454,"120_ma,tempeture_index",换仓→一倍合约
21,出场,Close entry(s) order tempeture_index,2016-07-23,654.7,现货,8.091131205781947,5297.263600425441,120_ma,换仓→现货
3,出场,Close entry(s) order 120_ma,2016-08-03,538.8,空仓,0.0,4359.501493675312,,换仓→空仓
4,进场,120_ma,2016-08-04,573.35,现货,7.603560641275507,4359.501493675312,120_ma,换仓→现货
5,进场,ADX,2016-08-04,573.35,一倍合约,7.603560641275507,4359.501493675312,"120_ma,ADX",换仓→一倍合约
4,出场,Close entry(s) order 120_ma,2016-08-16,567.85,现货,7.5306216275369255,4276.2634911968435,ADX,换仓→现货
5,出场,Close entry(s) order ADX,2016-08-16,567.85,空仓,0.0,4276.2634911968435,,换仓→空仓
22,进场,tempeture_index,2016-08-23,585.19,现货,7.307478752536515,4276.2634911968435,tempeture_index,换仓→现货
22,出场,Close entry(s) order tempeture_index,2016-08-25,578.68,空仓,0.0,4228.69180451783,,换仓→空仓
23,进场,tempeture_index,2016-09-04,600.93,现货,7.036912459883564,4228.69180451783,tempeture_index,换仓→现货
5,进场,120_ma,2016-09-04,600.93,一倍合约,7.036912459883564,4228.69180451783,"120_ma,tempeture_index",换仓→一倍合约
6,进场,ADX,2016-09-07,612.99,一倍合约,7.178135504607901,4400.125282969598,"120_ma,ADX,tempeture_index",
23,出场,Close entry(s) order tempeture_index,2016-09-13,606.86,一倍合约,7.106352978558135,4312.56136856779,"120_ma,ADX",
6,出场,Close entry(s) order ADX,2016-09-17,607.95,现货,7.1191169187529555,4328.06713075586,120_ma,换仓→现货
5,出场,Close entry(s) order 120_ma,2016-09-20,608.6,空仓,0.0,4332.694556753049,,换仓→空仓
24,进场,tempeture_index,2016-09-29,604.96,现货,7.161952123699169,4332.694556753049,tempeture_index,换仓→现货
6,进场,120_ma,2016-10-12,642.3,一倍合约,7.161952123699169,4600.121849051976,"120_ma,tempeture_index",换仓→一倍合约
7,进场,ADX,2016-10-18,639.56,一倍合约,7.1313998135342365,4560.958064743956,"120_ma,ADX,tempeture_index",
24,出场,Close entry(s) order tempeture_index,2016-10-20,629.79,一倍合约,7.022459641887746,4422.674857864484,"120_ma,ADX",
7,出场,Close entry(s) order ADX,2016-10-20,629.79,现货,7.022459641887747,4422.674857864484,120_ma,换仓→现货
8,进场,ADX,2016-10-25,649.98,一倍合约,7.022459641887747,4564.458318034198,"120_ma,ADX",换仓→一倍合约
25,进场,tempeture_index,2016-10-26,654.3,一倍合约,7.069133425162547,4625.334000083854,"120_ma,ADX,tempeture_index",
25,出场,Close entry(s) order tempeture_index,2016-11-06,706.98,一倍合约,7.638294282319147,5400.121291713991,"120_ma,ADX",
26,进场,tempeture_index,2016-11-17,738.07,一倍合约,7.97419426426673,5885.513560627346,"120_ma,ADX,tempeture_index",
8,出场,Close entry(s) order ADX,2016-11-22,736.39,一倍合约,7.956043348548751,5858.750761437815,"120_ma,tempeture_index",
26,出场,Close entry(s) order tempeture_index,2016-11-24,741.51,现货,8.01136042502259,5940.5038687585,120_ma,换仓→现货
27,进场,tempeture_index,2016-12-01,742.51,一倍合约,8.01136042502259,5948.515229183523,"120_ma,tempeture_index",换仓→一倍合约
9,进场,ADX,2016-12-17,780.85,一倍合约,8.425032373811652,6578.686529090828,"120_ma,ADX,tempeture_index",
27,出场,Close entry(s) order tempeture_index,2017-01-07,895.78,一倍合约,9.665077159266186,8657.782817727464,"120_ma,ADX",
9,出场,Close entry(s) order ADX,2017-01-21,894.31,现货,9.649216497692896,8629.390806051733,120_ma,换仓→现货
28,进场,tempeture_index,2017-01-22,925.06,一倍合约,9.649216497692896,8926.10421335579,"120_ma,tempeture_index",换仓→一倍合约
28,出场,Close entry(s) order tempeture_index,2017-01-25,887,现货,9.252216108634682,8206.715688358963,120_ma,换仓→现货
29,进场,tempeture_index,2017-02-01,970.01,一倍合约,9.252216108634682,8974.742147536728,"120_ma,tempeture_index",换仓→一倍合约
10,进场,ADX,2017-02-10,993.58,一倍合约,9.4770331040064,9416.19055147868,"120_ma,ADX,tempeture_index",
29,出场,Close entry(s) order tempeture_index,2017-02-11,"1,001.88",一倍合约,9.556200734960377,9574.166392342104,"120_ma,ADX",
10,出场,Close entry(s) order ADX,2017-02-11,"1,001.88",现货,9.556200734960377,9574.166392342104,120_ma,换仓→现货
30,进场,tempeture_index,2017-02-21,"1,089.98",一倍合约,9.556200734960377,10416.067677092113,"120_ma,tempeture_index",换仓→一倍合约
11,进场,ADX,2017-02-24,"1,185.81",一倍合约,10.396372771540179,12328.12279622006,"120_ma,ADX,tempeture_index",
30,出场,Close entry(s) order tempeture_index,2017-03-08,"1,237.32",一倍合约,10.847977296263393,13422.41926821262,"120_ma,ADX",
31,进场,tempeture_index,2017-03-13,"1,235.27",一倍合约,10.830004295376524,13377.979405949758,"120_ma,ADX,tempeture_index",
31,出场,Close entry(s) order tempeture_index,2017-03-18,"1,068.78",一倍合约,9.37033360383764,10014.825149109593,"120_ma,ADX",
6,出场,Close entry(s) order 120_ma,2017-03-25,933.94,现货,8.188148511356992,7647.23942069675,ADX,换仓→现货
11,出场,Close entry(s) order ADX,2017-03-25,933.94,空仓,0.0,7647.23942069675,,换仓→空仓
7,进场,120_ma,2017-03-28,"1,042.28",现货,7.337029800722215,7647.23942069675,120_ma,换仓→现货
12,进场,ADX,2017-03-30,"1,043.09",一倍合约,7.337029800722215,7653.182414835334,"120_ma,ADX",换仓→一倍合约
32,进场,tempeture_index,2017-04-01,"1,088.99",一倍合约,7.659887529061237,8341.540920272397,"120_ma,ADX,tempeture_index",
12,出场,Close entry(s) order ADX,2017-04-13,"1,214.68",一倍合约,8.543983125464976,10378.205422839797,"120_ma,tempeture_index",
32,出场,Close entry(s) order tempeture_index,2017-04-16,"1,178.84",现货,8.29188680773795,9774.807844433804,120_ma,换仓→现货
33,进场,tempeture_index,2017-04-22,"1,249.98",一倍合约,8.29188680773795,10364.692671936282,"120_ma,tempeture_index",换仓→一倍合约
13,进场,ADX,2017-04-22,"1,249.98",一倍合约,8.29188680773795,10364.692671936282,"120_ma,ADX,tempeture_index",
13,出场,Close entry(s) order ADX,2017-04-29,"1,352.96",一倍合约,8.975016540582358,12142.838378746306,"120_ma,tempeture_index",
14,进场,ADX,2017-05-04,"1,533.00",一倍合约,10.169332690332865,15589.587014280283,"120_ma,ADX,tempeture_index",
33,出场,Close entry(s) order tempeture_index,2017-05-28,"2,099.99",一倍合约,13.930526390327536,29253.966114423918,"120_ma,ADX",
34,进场,tempeture_index,2017-06-06,"2,698.00",一倍合约,17.89749484573912,48287.44109380415,"120_ma,ADX,tempeture_index",
34,出场,Close entry(s) order tempeture_index,2017-06-14,"2,709.02",一倍合约,17.97059728947524,48682.70746913421,"120_ma,ADX",
35,进场,tempeture_index,2017-06-21,"2,725.11",一倍合约,18.07733216422244,49262.71865404422,"120_ma,ADX,tempeture_index",
35,出场,Close entry(s) order tempeture_index,2017-06-25,"2,574.86",一倍合约,17.080631422720476,43980.234625106044,"120_ma,ADX",
14,出场,Close entry(s) order ADX,2017-06-25,"2,574.86",现货,17.080631422720476,43980.234625106044,120_ma,换仓→现货
15,进场,ADX,2017-07-03,"2,515.37",一倍合约,17.080631422720476,42964.1078617684,"120_ma,ADX",换仓→一倍合约
15,出场,Close entry(s) order ADX,2017-07-04,"2,542.41",现货,17.264246665674936,43892.79336527861,120_ma,换仓→现货
36,进场,tempeture_index,2017-07-06,"2,616.96",一倍合约,17.264246665674936,45179.84295420468,"120_ma,tempeture_index",换仓→一倍合约
36,出场,Close entry(s) order tempeture_index,2017-07-08,"2,501.15",现货,16.500240946691147,41269.57764381656,120_ma,换仓→现货
37,进场,tempeture_index,2017-07-09,"2,560.84",一倍合约,16.500240946691147,42254.477025924556,"120_ma,tempeture_index",换仓→一倍合约
37,出场,Close entry(s) order tempeture_index,2017-07-11,"2,330.93",现货,15.01886358767857,35007.91970242761,120_ma,换仓→现货
16,进场,ADX,2017-07-12,"2,309.62",一倍合约,15.018863587678569,34687.867719374175,"120_ma,ADX",换仓→一倍合约
38,进场,tempeture_index,2017-07-21,"2,873.45",一倍合约,18.685304758365003,53691.28895792391,"120_ma,ADX,tempeture_index",
38,出场,Close entry(s) order tempeture_index,2017-07-26,"2,564.00",一倍合约,16.67303116478375,42749.65190650554,"120_ma,ADX",
16,出场,Close entry(s) order ADX,2017-07-28,"2,664.99",现货,17.32974310602069,46183.592080114075,120_ma,换仓→现货
39,进场,tempeture_index,2017-08-06,"3,243.50",一倍合约,17.32974310602069,56209.02176437811,"120_ma,tempeture_index",换仓→一倍合约
17,进场,ADX,2017-08-11,"3,444.98",一倍合约,18.406233514838647,63409.10633394884,"120_ma,ADX,tempeture_index",
39,出场,Close entry(s) order tempeture_index,2017-08-22,"4,002.00",一倍合约,21.382343736795065,85572.13963465385,"120_ma,ADX",
17,出场,Close entry(s) order ADX,2017-08-29,"4,384.99",现货,23.428626552326083,102734.29314568435,120_ma,换仓→现货
40,进场,tempeture_index,2017-08-30,"4,599.01",一倍合约,23.428626552326083,107748.48780041319,"120_ma,tempeture_index",换仓→一倍合约
40,出场,Close entry(s) order tempeture_index,2017-09-05,"4,498.46",现货,22.916397094282637,103088.49567274668,120_ma,换仓→现货
18,进场,ADX,2017-09-22,"3,617.47",一倍合约,22.916397094282637,82899.3789966546,"120_ma,ADX",换仓→一倍合约
41,进场,tempeture_index,2017-09-28,"4,200.00",一倍合约,26.60668030308118,111748.05727294096,"120_ma,ADX,tempeture_index",
18,出场,Close entry(s) order ADX,2017-09-30,"4,156.99",一倍合约,26.334215226929864,109471.06935619516,"120_ma,tempeture_index",
19,进场,ADX,2017-10-15,"5,819.13",一倍合约,36.86374560763542,214514.9279777595,"120_ma,ADX,tempeture_index",
41,出场,Close entry(s) order tempeture_index,2017-10-25,"5,525.43",一倍合约,35.00317846358425,193407.61237804234,"120_ma,ADX",
19,出场,Close entry(s) order ADX,2017-10-29,"5,752.01",现货,36.438545516696664,209594.87819749437,120_ma,换仓→现货
20,进场,ADX,2017-10-30,"6,140.01",一倍合约,36.438545516696664,223733.03385797268,"120_ma,ADX",换仓→一倍合约
42,进场,tempeture_index,2017-11-01,"6,445.01",一倍合约,38.2486006114917,246512.61342707014,"120_ma,ADX,tempeture_index",
42,出场,Close entry(s) order tempeture_index,2017-11-11,"6,577.63",一倍合约,39.035648174349795,256762.05050104845,"120_ma,ADX",
43,进场,tempeture_index,2017-11-16,"7,294.00",一倍合约,43.28702249650823,315735.542089531,"120_ma,ADX,tempeture_index",
43,出场,Close entry(s) order tempeture_index,2017-12-21,"16,496.90",一倍合约,97.90261604368614,1615089.6666110859,"120_ma,ADX",
44,进场,tempeture_index,2018-01-06,"16,960.01",一倍合约,100.65099183040917,1707041.8279536576,"120_ma,ADX,tempeture_index",
44,出场,Close entry(s) order tempeture_index,2018-01-09,"14,993.73",一倍合约,88.98189303764332,1334170.4790953037,"120_ma,ADX",
20,出场,Close entry(s) order ADX,2018-01-10,"14,481.00",现货,85.93904205812115,1244483.2680436524,120_ma,换仓→现货
21,进场,ADX,2018-01-19,"11,305.53",一倍合约,85.93904205812115,971586.4181593504,"120_ma,ADX",换仓→一倍合约
7,出场,Close entry(s) order 120_ma,2018-01-31,"9,995.00",现货,75.97704179909485,759390.532781953,ADX,换仓→现货
21,出场,Close entry(s) order ADX,2018-01-31,"9,995.00",空仓,0.0,759390.532781953,,换仓→空仓
45,进场,tempeture_index,2018-02-15,"9,472.98",现货,80.16384841749408,759390.532781953,tempeture_index,换仓→现货
45,出场,Close entry(s) order tempeture_index,2018-02-24,"10,144.99",空仓,0.0,813261.4405569932,,换仓→空仓
46,进场,tempeture_index,2018-03-24,"8,927.80",现货,91.09315179069797,813261.4405569934,tempeture_index,换仓→现货
46,出场,Close entry(s) order tempeture_index,2018-03-25,"8,531.96",空仓,0.0,777203.1273521634,,换仓→空仓
47,进场,tempeture_index,2018-04-13,"7,915.99",现货,98.18141854046853,777203.1273521634,tempeture_index,换仓→现货
47,出场,Close entry(s) order tempeture_index,2018-04-18,"7,892.11",空仓,0.0,774858.555077417,,换仓→空仓
48,进场,tempeture_index,2018-04-20,"8,274.00",现货,93.64981327984252,774858.555077417,tempeture_index,换仓→现货
48,出场,Close entry(s) order tempeture_index,2018-05-02,"9,072.29",空仓,0.0,849618.2645205825,,换仓→空仓
49,进场,tempeture_index,2018-05-06,"9,799.99",现货,86.69582974274286,849618.2645205826,tempeture_index,换仓→现货
8,进场,120_ma,2018-05-06,"9,799.99",一倍合约,86.69582974274286,849618.2645205826,"120_ma,tempeture_index",换仓→一倍合约
49,出场,Close entry(s) order tempeture_index,2018-05-08,"9,356.25",现货,82.77027395237525,774419.3756669109,120_ma,换仓→现货
8,出场,Close entry(s) order 120_ma,2018-05-08,"9,356.25",空仓,0.0,774419.3756669109,,换仓→空仓
50,进场,tempeture_index,2018-06-06,"7,612.51",现货,101.72983361163544,774419.3756669109,tempeture_index,换仓→现货
50,出场,Close entry(s) order tempeture_index,2018-06-11,"6,770.31",空仓,0.0,688742.5097991916,,换仓→空仓
51,进场,tempeture_index,2018-07-03,"6,611.79",现货,104.16884229523194,688742.5097991916,tempeture_index,换仓→现货
51,出场,Close entry(s) order tempeture_index,2018-07-11,"6,303.69",空仓,0.0,656648.0894880305,,换仓→空仓
52,进场,tempeture_index,2018-07-17,"6,728.80",现货,97.58769609559364,656648.0894880305,tempeture_index,换仓→现货
9,进场,120_ma,2018-07-24,"7,720.08",一倍合约,97.58769609559364,753384.8208736705,"120_ma,tempeture_index",换仓→一倍合约
22,进场,ADX,2018-07-28,"8,182.64",一倍合约,103.43480709780836,846369.7899508106,"120_ma,ADX,tempeture_index",
52,出场,Close entry(s) order tempeture_index,2018-08-01,"7,727.28",一倍合约,97.67870958404042,754790.7389945638,"120_ma,ADX",
9,出场,Close entry(s) order 120_ma,2018-08-04,"7,414.08",现货,93.71962283660518,694844.7812804177,ADX,换仓→现货
22,出场,Close entry(s) order ADX,2018-08-04,"7,414.08",空仓,0.0,694844.7812804177,,换仓→空仓
53,进场,tempeture_index,2018-08-23,"6,359.99",现货,109.25249588134851,694844.7812804177,tempeture_index,换仓→现货
10,进场,120_ma,2018-09-03,"7,294.99",一倍合约,109.25249588134851,796995.8649294785,"120_ma,tempeture_index",换仓→一倍合约
53,出场,Close entry(s) order tempeture_index,2018-09-06,"6,687.96",现货,100.16138779554511,669875.3551210939,120_ma,换仓→现货
10,出场,Close entry(s) order 120_ma,2018-09-06,"6,687.96",空仓,0.0,669875.3551210939,,换仓→空仓
54,进场,tempeture_index,2018-09-22,"6,750.00",现货,99.24079335127317,669875.3551210939,tempeture_index,换仓→现货
54,出场,Close entry(s) order tempeture_index,2018-10-04,"6,466.03",空仓,0.0,641693.9470331328,,换仓→空仓
55,进场,tempeture_index,2018-10-06,"6,593.94",现货,97.31570912582353,641693.9470331328,tempeture_index,换仓→现货
55,出场,Close entry(s) order tempeture_index,2018-10-12,"6,154.68",空仓,0.0,598947.0486425236,,换仓→空仓
56,进场,tempeture_index,2018-10-18,"6,443.69",现货,92.95094094261574,598947.0486425236,tempeture_index,换仓→现货
56,出场,Close entry(s) order tempeture_index,2018-10-30,"6,266.00",空仓,0.0,582430.5959464302,,换仓→空仓
57,进场,tempeture_index,2018-11-05,"6,423.29",现货,90.67480931834469,582430.5959464302,tempeture_index,换仓→现货
57,出场,Close entry(s) order tempeture_index,2018-11-09,"6,406.24",空仓,0.0,580884.5904475524,,换仓→空仓
58,进场,tempeture_index,2018-12-20,"3,682.51",现货,157.7414835119395,580884.5904475524,tempeture_index,换仓→现货
58,出场,Close entry(s) order tempeture_index,2018-12-26,"3,780.00",空仓,0.0,596262.8076751312,,换仓→空仓
59,进场,tempeture_index,2019-02-09,"3,622.00",现货,164.62253110853982,596262.8076751312,tempeture_index,换仓→现货
59,出场,Close entry(s) order tempeture_index,2019-02-25,"3,734.23",空仓,0.0,614738.3943414426,,换仓→空仓
60,进场,tempeture_index,2019-03-08,"3,857.04",现货,159.38087091174648,614738.3943414426,tempeture_index,换仓→现货
11,进场,120_ma,2019-03-14,"3,851.02",一倍合约,159.38087091174648,613778.921498554,"120_ma,tempeture_index",换仓→一倍合约
60,出场,Close entry(s) order tempeture_index,2019-03-25,"3,969.52",现货,164.28519059926873,652133.3497876092,120_ma,换仓→现货
61,进场,tempeture_index,2019-03-30,"4,091.01",一倍合约,164.28519059926873,672092.3575935144,"120_ma,tempeture_index",换仓→一倍合约
23,进场,ADX,2019-04-04,"4,975.13",一倍合约,199.78933816004846,993977.929960202,"120_ma,ADX,tempeture_index",
61,出场,Close entry(s) order tempeture_index,2019-04-15,"5,163.81",一倍合约,207.36627631524,1070800.0512993995,"120_ma,ADX",
62,进场,tempeture_index,2019-04-24,"5,532.75",一倍合约,222.18202553601776,1229277.6017844023,"120_ma,ADX,tempeture_index",
62,出场,Close entry(s) order tempeture_index,2019-04-26,"5,134.82",一倍合约,206.20210715518587,1058810.7038625914,"120_ma,ADX",
63,进场,tempeture_index,2019-05-03,"5,390.00",一倍合约,216.44952648124996,1166662.9477339373,"120_ma,ADX,tempeture_index",
63,出场,Close entry(s) order tempeture_index,2019-05-23,"7,622.25",一倍合约,306.0913549576452,2333104.8303259113,"120_ma,ADX",
64,进场,tempeture_index,2019-05-28,"8,772.29",一倍合约,352.27421459298785,3090251.5699319215,"120_ma,ADX,tempeture_index",
64,出场,Close entry(s) order tempeture_index,2019-05-31,"8,279.69",一倍合约,332.4925751227348,2752935.4493179563,"120_ma,ADX",
23,出场,Close entry(s) order ADX,2019-06-12,"7,913.64",现货,317.7928813994581,2514898.4579580077,120_ma,换仓→现货
65,进场,tempeture_index,2019-06-15,"8,697.45",一倍合约,317.7928813994581,2763987.696327717,"120_ma,tempeture_index",换仓→一倍合约
24,进场,ADX,2019-06-22,"10,235.59",一倍合约,373.9944051329389,3828053.393234658,"120_ma,ADX,tempeture_index",
65,出场,Close entry(s) order tempeture_index,2019-07-01,"10,761.26",一倍合约,393.2016651879266,4231345.351520227,"120_ma,ADX",
66,进场,tempeture_index,2019-07-09,"12,293.39",一倍合约,449.1835917731385,5521989.075267983,"120_ma,ADX,tempeture_index",
66,出场,Close entry(s) order tempeture_index,2019-07-14,"11,370.06",一倍合约,415.4463813054081,4723650.282225369,"120_ma,ADX",
24,出场,Close entry(s) order ADX,2019-07-19,"10,652.76",现货,389.2372241584477,4146450.7320261453,120_ma,换仓→现货
67,进场,tempeture_index,2019-08-03,"10,533.62",一倍合约,389.2372241584477,4100077.009139908,"120_ma,tempeture_index",换仓→一倍合约
67,出场,Close entry(s) order tempeture_index,2019-08-13,"11,389.25",现货,420.8543743980323,4793215.683612789,120_ma,换仓→现货
68,进场,tempeture_index,2019-09-04,"10,628.48",一倍合约,420.8543743980323,4473042.301201998,"120_ma,tempeture_index",换仓→一倍合约
